Transcript	DataBase.x	ProteinCode.x	ProteinName.x	DataBase.y	ProteinCode.y	ProteinName.y
TRINITY_DN22524_c0_g1_i4	sp	P22315	HEMH_MOUSE	NA	NA	NA
TRINITY_DN2253_c0_g1_i1	sp	Q95MN4	CY24A_RABIT	NA	NA	NA
TRINITY_DN22531_c2_g1_i2	sp	Q3SYV7	ZN345_BOVIN	NA	NA	NA
TRINITY_DN22531_c3_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22537_c0_g1_i5	sp	Q9W747	DRL_DANRE	NA	NA	NA
TRINITY_DN22537_c1_g1_i1	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN22537_c1_g2_i1	sp	O93567	ZBT7A_CHICK	NA	NA	NA
TRINITY_DN22537_c1_g3_i1	sp	Q9NQZ8	ZNF71_HUMAN	NA	NA	NA
TRINITY_DN22537_c1_g4_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN22537_c1_g5_i1	sp	Q02386	ZNF45_HUMAN	NA	NA	NA
TRINITY_DN22537_c1_g5_i3	sp	Q02386	ZNF45_HUMAN	NA	NA	NA
TRINITY_DN22537_c3_g1_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN22537_c4_g1_i1	sp	Q9H0M5	ZN700_HUMAN	NA	NA	NA
TRINITY_DN22537_c5_g1_i1	sp	Q28151	OZF_BOVIN	NA	NA	NA
TRINITY_DN2254_c0_g1_i18	sp	A0JJX5	SYT4_ARATH	NA	NA	NA
TRINITY_DN2254_c0_g1_i20	sp	E9PV86	MCTP1_MOUSE	NA	NA	NA
TRINITY_DN2254_c0_g1_i25	sp	A0JJX5	SYT4_ARATH	NA	NA	NA
TRINITY_DN2254_c0_g1_i45	sp	A0JJX5	SYT4_ARATH	NA	NA	NA
TRINITY_DN2254_c0_g1_i47	sp	D4ABL6	MCTP1_RAT	NA	NA	NA
TRINITY_DN2254_c0_g1_i52	sp	E9PV86	MCTP1_MOUSE	NA	NA	NA
TRINITY_DN2254_c0_g1_i58	sp	E9PV86	MCTP1_MOUSE	NA	NA	NA
TRINITY_DN2254_c0_g1_i67	sp	A0JJX5	SYT4_ARATH	NA	NA	NA
TRINITY_DN22554_c0_g1_i2	sp	P34993	SSR2_BOVIN	NA	NA	NA
TRINITY_DN22571_c1_g1_i3	sp	P98198	AT8B2_HUMAN	NA	NA	NA
TRINITY_DN22576_c0_g1_i3	sp	Q8N2R8	FA43A_HUMAN	NA	NA	NA
TRINITY_DN22576_c0_g1_i4	sp	Q8N2R8	FA43A_HUMAN	NA	NA	NA
TRINITY_DN22576_c2_g2_i1	sp	P10273	POL_FLV	NA	NA	NA
TRINITY_DN22576_c2_g2_i2	sp	Q87040	POL_SFVCP	NA	NA	NA
TRINITY_DN22577_c0_g1_i1	sp	P17025	ZN182_HUMAN	NA	NA	NA
TRINITY_DN22577_c0_g2_i2	sp	P10075	GLI4_HUMAN	NA	NA	NA
TRINITY_DN22578_c5_g1_i1	sp	Q9ESF1	OTOF_MOUSE	NA	NA	NA
TRINITY_DN2258_c1_g1_i3	sp	P78356	PI42B_HUMAN	NA	NA	NA
TRINITY_DN2258_c2_g1_i1	sp	P14901	HMOX1_MOUSE	NA	NA	NA
TRINITY_DN2258_c2_g1_i2	sp	P14901	HMOX1_MOUSE	NA	NA	NA
TRINITY_DN22582_c0_g1_i1	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN22582_c0_g1_i3	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22582_c0_g1_i6	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN22582_c0_g1_i7	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22582_c0_g2_i1	sp	Q8TF32	ZN431_HUMAN	NA	NA	NA
TRINITY_DN22582_c1_g1_i1	sp	Q6NX49	ZN544_HUMAN	NA	NA	NA
TRINITY_DN22582_c1_g2_i1	sp	Q80YP6	ZIK1_MOUSE	NA	NA	NA
TRINITY_DN22582_c2_g1_i2	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN22582_c2_g2_i1	sp	O93567	ZBT7A_CHICK	NA	NA	NA
TRINITY_DN22582_c2_g2_i2	sp	Q9QZ48	ZBT7A_RAT	NA	NA	NA
TRINITY_DN22582_c2_g2_i3	sp	P41183	BCL6_MOUSE	NA	NA	NA
TRINITY_DN22582_c3_g1_i1	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN22582_c4_g1_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN22583_c0_g1_i1	sp	Q96JC4	ZN479_HUMAN	NA	NA	NA
TRINITY_DN22583_c0_g1_i3	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN22583_c0_g1_i4	sp	Q96JC4	ZN479_HUMAN	NA	NA	NA
TRINITY_DN22589_c0_g1_i1	sp	Q9D6T1	TBE_MOUSE	NA	NA	NA
TRINITY_DN22589_c0_g1_i4	sp	Q9D6T1	TBE_MOUSE	NA	NA	NA
TRINITY_DN2259_c1_g2_i1	sp	P55906	BGH3_BOVIN	NA	NA	NA
TRINITY_DN2259_c7_g1_i1	sp	Q9CR59	G45IP_MOUSE	NA	NA	NA
TRINITY_DN22590_c0_g1_i1	sp	P54797	TNG2_MOUSE	NA	NA	NA
TRINITY_DN22590_c0_g1_i2	sp	Q9VYA8	TNG2_DROME	NA	NA	NA
TRINITY_DN22594_c0_g1_i1	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN22594_c0_g1_i2	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN22594_c1_g1_i1	sp	P26632	EGR1_DANRE	NA	NA	NA
TRINITY_DN22594_c1_g1_i2	sp	Q14590	ZN235_HUMAN	NA	NA	NA
TRINITY_DN22594_c2_g1_i1	sp	Q96JL9	ZN333_HUMAN	NA	NA	NA
TRINITY_DN22594_c2_g1_i2	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN22594_c2_g1_i3	sp	Q96JL9	ZN333_HUMAN	NA	NA	NA
TRINITY_DN22594_c2_g1_i4	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22594_c2_g1_i8	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22594_c2_g2_i1	sp	A1YPR0	ZBT7C_HUMAN	NA	NA	NA
TRINITY_DN22594_c2_g3_i1	sp	Q96JL9	ZN333_HUMAN	NA	NA	NA
TRINITY_DN22594_c2_g3_i2	sp	Q9ERU2	ZNF22_RAT	NA	NA	NA
TRINITY_DN22594_c6_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22594_c7_g1_i1	sp	Q9HBT8	Z286A_HUMAN	NA	NA	NA
TRINITY_DN22599_c0_g1_i1	sp	Q2KIR1	SNRPA_BOVIN	NA	NA	NA
TRINITY_DN22599_c0_g1_i4	sp	Q2KIR1	SNRPA_BOVIN	NA	NA	NA
TRINITY_DN22599_c0_g1_i5	sp	Q2KIR1	SNRPA_BOVIN	NA	NA	NA
TRINITY_DN226_c0_g1_i21	sp	Q61704	ITIH3_MOUSE	NA	NA	NA
TRINITY_DN226_c0_g1_i29	sp	Q61704	ITIH3_MOUSE	NA	NA	NA
TRINITY_DN226_c0_g1_i50	sp	P56652	ITIH3_BOVIN	NA	NA	NA
TRINITY_DN22600_c0_g1_i1	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN22600_c0_g1_i4	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN22600_c2_g1_i1	sp	Q5MCW4	ZN569_HUMAN	NA	NA	NA
TRINITY_DN22600_c3_g1_i1	sp	Q8N883	ZN614_HUMAN	NA	NA	NA
TRINITY_DN22605_c0_g1_i1	sp	O14628	ZN195_HUMAN	NA	NA	NA
TRINITY_DN22605_c0_g1_i2	sp	O14628	ZN195_HUMAN	NA	NA	NA
TRINITY_DN22606_c0_g1_i1	sp	O14917	PCD17_HUMAN	NA	NA	NA
TRINITY_DN22606_c0_g2_i1	sp	Q5DRA4	PCDGK_PANTR	NA	NA	NA
TRINITY_DN22606_c0_g2_i2	sp	Q9Y5H0	PCDG3_HUMAN	NA	NA	NA
TRINITY_DN22606_c0_g2_i3	sp	F8W3X3	PCD19_DANRE	NA	NA	NA
TRINITY_DN22606_c0_g3_i1	sp	Q5DRC0	PCDGB_PANTR	NA	NA	NA
TRINITY_DN22606_c0_g4_i1	sp	Q9HCL0	PCD18_HUMAN	NA	NA	NA
TRINITY_DN2261_c0_g1_i10	sp	P70473	AMACR_RAT	NA	NA	NA
TRINITY_DN2261_c0_g1_i11	sp	P70473	AMACR_RAT	NA	NA	NA
TRINITY_DN2261_c0_g1_i5	sp	Q9UHK6	AMACR_HUMAN	NA	NA	NA
TRINITY_DN2261_c0_g1_i7	sp	P70473	AMACR_RAT	NA	NA	NA
TRINITY_DN2261_c0_g2_i1	sp	Q5R9S5	ZN182_PONAB	NA	NA	NA
TRINITY_DN2261_c0_g2_i2	sp	A0JNB1	ZN227_BOVIN	NA	NA	NA
TRINITY_DN2261_c0_g3_i1	sp	Q9BR84	ZN559_HUMAN	NA	NA	NA
TRINITY_DN2261_c2_g1_i2	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN2261_c2_g2_i1	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN2261_c2_g3_i1	sp	Q96NG8	ZN582_HUMAN	NA	NA	NA
TRINITY_DN2261_c3_g1_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN22612_c0_g1_i1	sp	A0A1W2PQL4	ZN722_HUMAN	NA	NA	NA
TRINITY_DN22612_c0_g1_i10	sp	A0A1W2PQL4	ZN722_HUMAN	NA	NA	NA
TRINITY_DN22612_c0_g1_i12	sp	Q14590	ZN235_HUMAN	NA	NA	NA
TRINITY_DN22612_c0_g1_i3	sp	B4DU55	ZN879_HUMAN	NA	NA	NA
TRINITY_DN22612_c0_g1_i5	sp	P51522	ZNF83_HUMAN	NA	NA	NA
TRINITY_DN22612_c0_g2_i1	sp	Q14590	ZN235_HUMAN	NA	NA	NA
TRINITY_DN22612_c1_g1_i1	sp	Q9NQZ8	ZNF71_HUMAN	NA	NA	NA
TRINITY_DN22612_c1_g2_i1	sp	Q9V9N4	CLAMP_DROME	NA	NA	NA
TRINITY_DN22614_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22614_c1_g1_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN22614_c2_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22619_c0_g1_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN22619_c0_g1_i10	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN22619_c0_g1_i12	sp	Q6ZMS4	ZN852_HUMAN	NA	NA	NA
TRINITY_DN22619_c0_g1_i13	sp	Q15776	ZKSC8_HUMAN	NA	NA	NA
TRINITY_DN22619_c0_g1_i4	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN22619_c0_g1_i7	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN22619_c0_g1_i9	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN22619_c1_g1_i1	sp	Q13360	ZN177_HUMAN	NA	NA	NA
TRINITY_DN22619_c1_g2_i1	sp	Q4R6C2	ZN383_MACFA	NA	NA	NA
TRINITY_DN22619_c2_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN2262_c2_g1_i1	sp	P08941	ROS1_CHICK	NA	NA	NA
TRINITY_DN2262_c2_g1_i2	sp	P08941	ROS1_CHICK	NA	NA	NA
TRINITY_DN22623_c0_g1_i1	sp	Q8TF20	ZN721_HUMAN	NA	NA	NA
TRINITY_DN22624_c0_g1_i4	sp	P55112	NAS4_CAEEL	NA	NA	NA
TRINITY_DN22625_c0_g1_i1	sp	Q96JQ0	PCD16_HUMAN	NA	NA	NA
TRINITY_DN22626_c0_g1_i2	sp	Q12901	ZN155_HUMAN	NA	NA	NA
TRINITY_DN22626_c0_g1_i4	sp	P10073	ZSC22_HUMAN	NA	NA	NA
TRINITY_DN2263_c0_g1_i1	sp	Q6R748	STXB1_CHICK	NA	NA	NA
TRINITY_DN2263_c0_g1_i2	sp	Q6R748	STXB1_CHICK	NA	NA	NA
TRINITY_DN2263_c0_g1_i8	sp	Q6R748	STXB1_CHICK	NA	NA	NA
TRINITY_DN2264_c0_g1_i1	sp	Q6P2Z0	5MP2_XENTR	NA	NA	NA
TRINITY_DN22644_c1_g1_i1	sp	P03934	TC1A_CAEEL	NA	NA	NA
TRINITY_DN22645_c0_g1_i1	sp	P10078	ZFP28_MOUSE	NA	NA	NA
TRINITY_DN22645_c0_g2_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN22645_c0_g2_i2	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN22645_c0_g2_i3	sp	Q9C0F3	ZN436_HUMAN	NA	NA	NA
TRINITY_DN22650_c0_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN22658_c0_g1_i1	sp	Q21540	CUT6_CAEEL	NA	NA	NA
TRINITY_DN22665_c0_g1_i10	sp	Q9UGM3	DMBT1_HUMAN	NA	NA	NA
TRINITY_DN22665_c0_g1_i3	sp	F7J220	SRCR1_PATPE	NA	NA	NA
TRINITY_DN22665_c0_g1_i8	sp	Q9UGM3	DMBT1_HUMAN	NA	NA	NA
TRINITY_DN22665_c0_g1_i9	sp	F7J220	SRCR1_PATPE	NA	NA	NA
TRINITY_DN22668_c0_g1_i1	sp	Q9Z0H7	BCL10_MOUSE	NA	NA	NA
TRINITY_DN22668_c0_g1_i11	sp	Q9Z0H7	BCL10_MOUSE	NA	NA	NA
TRINITY_DN22668_c0_g1_i2	sp	Q9Z0H7	BCL10_MOUSE	NA	NA	NA
TRINITY_DN22668_c0_g1_i7	sp	Q9Z0H7	BCL10_MOUSE	NA	NA	NA
TRINITY_DN22668_c0_g1_i9	sp	Q9Z0H7	BCL10_MOUSE	NA	NA	NA
TRINITY_DN22669_c0_g1_i2	sp	Q4V8R6	E4F1_DANRE	NA	NA	NA
TRINITY_DN2267_c0_g1_i1	sp	O77457	T23O_ANOGA	NA	NA	NA
TRINITY_DN2267_c0_g1_i3	sp	O77457	T23O_ANOGA	NA	NA	NA
TRINITY_DN2267_c0_g1_i4	sp	O77457	T23O_ANOGA	NA	NA	NA
TRINITY_DN22676_c0_g1_i1	sp	Q8CIW5	PEO1_MOUSE	NA	NA	NA
TRINITY_DN22678_c1_g1_i1	sp	Q54PZ6	Y5897_DICDI	NA	NA	NA
TRINITY_DN22678_c1_g1_i2	sp	Q54PZ6	Y5897_DICDI	NA	NA	NA
TRINITY_DN22679_c0_g1_i1	sp	Q5FVM7	DJC16_RAT	NA	NA	NA
TRINITY_DN2268_c0_g1_i1	sp	Q8N9B5	JMY_HUMAN	NA	NA	NA
TRINITY_DN2268_c0_g1_i3	sp	Q8N9B5	JMY_HUMAN	NA	NA	NA
TRINITY_DN2268_c1_g1_i4	sp	Q96J84	KIRR1_HUMAN	NA	NA	NA
TRINITY_DN2268_c1_g1_i5	sp	Q96J84	KIRR1_HUMAN	NA	NA	NA
TRINITY_DN2268_c1_g1_i9	sp	Q96J84	KIRR1_HUMAN	NA	NA	NA
TRINITY_DN2268_c2_g1_i10	sp	Q27433	MEC2_CAEEL	NA	NA	NA
TRINITY_DN2268_c2_g1_i2	sp	Q27433	MEC2_CAEEL	NA	NA	NA
TRINITY_DN2268_c4_g1_i1	sp	Q70CQ2	UBP34_HUMAN	NA	NA	NA
TRINITY_DN22680_c0_g1_i1	sp	Q6FS20	ALO_CANGA	NA	NA	NA
TRINITY_DN22689_c0_g1_i1	sp	Q6NWW5	KIF24_MOUSE	NA	NA	NA
TRINITY_DN22689_c0_g1_i3	sp	Q6NWW5	KIF24_MOUSE	NA	NA	NA
TRINITY_DN22692_c0_g1_i2	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN22692_c0_g1_i3	sp	P18743	ZO2_XENLA	NA	NA	NA
TRINITY_DN22692_c1_g1_i1	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN22693_c0_g2_i2	sp	Q91WA3	HDA11_MOUSE	NA	NA	NA
TRINITY_DN22693_c0_g2_i3	sp	Q91WA3	HDA11_MOUSE	NA	NA	NA
TRINITY_DN22693_c0_g2_i4	sp	Q91WA3	HDA11_MOUSE	NA	NA	NA
TRINITY_DN2270_c1_g1_i1	sp	Q9BUL9	RPP25_HUMAN	NA	NA	NA
TRINITY_DN2270_c1_g1_i2	sp	Q2KIR4	RP25L_BOVIN	NA	NA	NA
TRINITY_DN22701_c0_g1_i1	sp	Q0QWG9	GRD2I_MOUSE	NA	NA	NA
TRINITY_DN22704_c0_g1_i1	sp	O95639	CPSF4_HUMAN	NA	NA	NA
TRINITY_DN22708_c0_g1_i4	sp	Q9JKF8	RASD1_RAT	NA	NA	NA
TRINITY_DN2271_c0_g1_i1	sp	Q80W31	ZN569_MOUSE	NA	NA	NA
TRINITY_DN2271_c0_g2_i3	sp	Q4R6C2	ZN383_MACFA	NA	NA	NA
TRINITY_DN2271_c0_g3_i1	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN2271_c1_g1_i2	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN2271_c1_g1_i3	sp	Q9C0F3	ZN436_HUMAN	NA	NA	NA
TRINITY_DN2271_c1_g2_i2	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN2271_c1_g3_i1	sp	Q969J2	ZKSC4_HUMAN	NA	NA	NA
TRINITY_DN2271_c1_g3_i2	sp	P10073	ZSC22_HUMAN	NA	NA	NA
TRINITY_DN2271_c1_g4_i1	sp	Q8TF32	ZN431_HUMAN	NA	NA	NA
TRINITY_DN2271_c1_g5_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN2271_c1_g6_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN2271_c1_g7_i1	sp	P18744	ZO20_XENLA	NA	NA	NA
TRINITY_DN2271_c10_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN2271_c2_g1_i1	sp	Q8CJ78	ZN628_MOUSE	NA	NA	NA
TRINITY_DN2271_c2_g1_i2	sp	Q96LW9	ZSC31_HUMAN	NA	NA	NA
TRINITY_DN2271_c3_g1_i2	sp	Q9C0F3	ZN436_HUMAN	NA	NA	NA
TRINITY_DN2271_c6_g1_i1	sp	Q8IYB9	ZN595_HUMAN	NA	NA	NA
TRINITY_DN2271_c8_g1_i1	sp	Q9Z2K3	ZN394_RAT	NA	NA	NA
TRINITY_DN2271_c8_g1_i2	sp	Q9Z2K3	ZN394_RAT	NA	NA	NA
TRINITY_DN2271_c9_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22710_c1_g1_i1	sp	O02751	CFDP2_BOVIN	NA	NA	NA
TRINITY_DN22713_c0_g1_i1	sp	Q7T010	GATB_DANRE	NA	NA	NA
TRINITY_DN22713_c0_g1_i2	sp	Q7T010	GATB_DANRE	NA	NA	NA
TRINITY_DN22718_c0_g1_i1	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN22718_c0_g2_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN2272_c0_g1_i8	sp	Q9P2N4	ATS9_HUMAN	NA	NA	NA
TRINITY_DN22721_c0_g1_i3	sp	Q9Y253	POLH_HUMAN	NA	NA	NA
TRINITY_DN22721_c0_g1_i7	sp	Q9JJN0	POLH_MOUSE	NA	NA	NA
TRINITY_DN22721_c0_g1_i9	sp	Q9Y253	POLH_HUMAN	NA	NA	NA
TRINITY_DN22726_c0_g1_i2	sp	Q96JC4	ZN479_HUMAN	NA	NA	NA
TRINITY_DN22728_c0_g1_i1	sp	Q6IR80	KICS2_XENLA	NA	NA	NA
TRINITY_DN22728_c0_g1_i2	sp	Q6IR80	KICS2_XENLA	NA	NA	NA
TRINITY_DN22728_c0_g1_i8	sp	Q6IR80	KICS2_XENLA	NA	NA	NA
TRINITY_DN2273_c0_g1_i3	sp	Q02225	SKI_XENLA	NA	NA	NA
TRINITY_DN2273_c0_g1_i5	sp	Q02225	SKI_XENLA	NA	NA	NA
TRINITY_DN2273_c0_g1_i8	sp	Q02225	SKI_XENLA	NA	NA	NA
TRINITY_DN22736_c0_g1_i2	sp	Q80W31	ZN569_MOUSE	NA	NA	NA
TRINITY_DN22739_c0_g1_i4	sp	Q6DHQ1	HVCN1_DANRE	NA	NA	NA
TRINITY_DN2275_c0_g1_i2	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN2275_c0_g1_i3	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN2275_c0_g1_i5	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN2275_c1_g1_i1	sp	P10073	ZSC22_HUMAN	NA	NA	NA
TRINITY_DN2275_c1_g1_i4	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN2275_c1_g1_i6	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN2275_c1_g1_i7	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN2275_c1_g1_i8	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN2275_c1_g1_i9	sp	Q6P2D0	ZFP1_HUMAN	NA	NA	NA
TRINITY_DN2275_c1_g2_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN2275_c1_g3_i1	sp	P15620	ZN271_MOUSE	NA	NA	NA
TRINITY_DN2275_c2_g1_i1	sp	P17030	ZNF25_HUMAN	NA	NA	NA
TRINITY_DN2275_c2_g1_i3	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN2275_c2_g2_i1	sp	Q5R4X5	ZNF22_PONAB	NA	NA	NA
TRINITY_DN2275_c2_g2_i2	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN2275_c2_g3_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN2275_c3_g1_i1	sp	Q13360	ZN177_HUMAN	NA	NA	NA
TRINITY_DN2275_c3_g1_i2	sp	Q13360	ZN177_HUMAN	NA	NA	NA
TRINITY_DN22757_c0_g1_i1	sp	Q9UBD5	ORC3_HUMAN	NA	NA	NA
TRINITY_DN22758_c0_g1_i1	sp	P17031	ZNF26_HUMAN	NA	NA	NA
TRINITY_DN22758_c0_g1_i2	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN22758_c0_g2_i1	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN22758_c0_g2_i2	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN22758_c0_g2_i3	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN22758_c0_g3_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN22758_c1_g1_i1	sp	Q96N22	ZN681_HUMAN	NA	NA	NA
TRINITY_DN22758_c1_g3_i1	sp	Q3V080	ZN583_MOUSE	NA	NA	NA
TRINITY_DN22758_c1_g4_i1	sp	B4DU55	ZN879_HUMAN	NA	NA	NA
TRINITY_DN22758_c2_g1_i1	sp	Q32M78	ZN699_HUMAN	NA	NA	NA
TRINITY_DN22758_c3_g1_i1	sp	Q4R6C2	ZN383_MACFA	NA	NA	NA
TRINITY_DN2276_c0_g1_i13	sp	Q7TSU7	KIRR2_MOUSE	NA	NA	NA
TRINITY_DN2276_c0_g1_i14	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN2276_c0_g1_i3	sp	Q7TSU7	KIRR2_MOUSE	NA	NA	NA
TRINITY_DN2276_c0_g1_i4	sp	Q7TSU7	KIRR2_MOUSE	NA	NA	NA
TRINITY_DN2276_c0_g1_i7	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN22765_c0_g1_i1	sp	P0DQA2	TXB7A_SCOMO	NA	NA	NA
TRINITY_DN2277_c2_g1_i1	sp	Q3UFB2	BCD1_MOUSE	NA	NA	NA
TRINITY_DN22770_c0_g1_i2	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN22771_c2_g1_i4	sp	Q5PQZ7	POPD1_DANRE	NA	NA	NA
TRINITY_DN22771_c2_g1_i5	sp	Q5PQZ7	POPD1_DANRE	NA	NA	NA
TRINITY_DN22771_c2_g1_i8	sp	Q5PQZ7	POPD1_DANRE	NA	NA	NA
TRINITY_DN22773_c0_g1_i11	sp	D3YVL2	CFA70_MOUSE	NA	NA	NA
TRINITY_DN22773_c0_g1_i6	sp	D3YVL2	CFA70_MOUSE	NA	NA	NA
TRINITY_DN22773_c0_g1_i8	sp	D3YVL2	CFA70_MOUSE	NA	NA	NA
TRINITY_DN22776_c0_g1_i1	sp	A0JNB1	ZN227_BOVIN	NA	NA	NA
TRINITY_DN22776_c0_g2_i1	sp	Q6P560	ZN182_MOUSE	NA	NA	NA
TRINITY_DN22776_c0_g3_i1	sp	Q5JVG2	ZN484_HUMAN	NA	NA	NA
TRINITY_DN22776_c0_g4_i1	sp	Q5JVG2	ZN484_HUMAN	NA	NA	NA
TRINITY_DN22776_c1_g1_i1	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN22776_c2_g1_i1	sp	Q9UJW8	ZN180_HUMAN	NA	NA	NA
TRINITY_DN2278_c17_g1_i1	sp	P82264	DHE3_CHAAC	NA	NA	NA
TRINITY_DN22782_c0_g1_i1	sp	Q9CQ46	DRC8_MOUSE	NA	NA	NA
TRINITY_DN22782_c0_g1_i3	sp	Q9CQ46	DRC8_MOUSE	NA	NA	NA
TRINITY_DN22782_c0_g1_i4	sp	Q9CQ46	DRC8_MOUSE	NA	NA	NA
TRINITY_DN22782_c0_g1_i5	sp	Q9CQ46	DRC8_MOUSE	NA	NA	NA
TRINITY_DN22782_c0_g1_i8	sp	Q9CQ46	DRC8_MOUSE	NA	NA	NA
TRINITY_DN2279_c0_g2_i10	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN2279_c0_g2_i11	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN2279_c0_g2_i13	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN2279_c0_g2_i14	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN2279_c0_g2_i16	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN2279_c0_g2_i2	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN2279_c0_g2_i3	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN2279_c0_g2_i5	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN2279_c0_g2_i8	sp	O17389	TYB_CAEEL	NA	NA	NA
TRINITY_DN22791_c0_g3_i1	sp	Q13360	ZN177_HUMAN	NA	NA	NA
